Name,Team,Name,WAR,NameASCII,PlayerId,MLBAMID
"Francisco Peña","- - -","Francisco Peña",-0.8629356897450633,"Francisco Pena",8298,506747
"Jordan Walker","STL","Jordan Walker",-0.8629468825934101,"Jordan Walker",27475,691023
"Steve Clevenger","- - -","Steve Clevenger",-0.8671875021991666,"Steve Clevenger",9542,502182
"Nomar Garciaparra","- - -","Nomar Garciaparra",-0.8671920813488558,"Nomar Garciaparra",190,114596
"Grayson Greiner","- - -","Grayson Greiner",-0.8696094366249849,"Grayson Greiner",17062,606988
"Tommy Manzella","HOU","Tommy Manzella",-0.8729301550375563,"Tommy Manzella",3789,446373
"Cody Asche","- - -","Cody Asche",-0.8735497408219999,"Cody Asche",11997,605125
"Trot Nixon","- - -","Trot Nixon",-0.8768067594323723,"Trot Nixon",204,119811
"Lewin Díaz","MIA","Lewin Díaz",-0.8769522804600574,"Lewin Diaz",18365,650331
"Trevor Crowe","- - -","Trevor Crowe",-0.8784573179499002,"Trevor Crowe",3402,460067
"DaShawn Keirsey Jr.","MIN","DaShawn Keirsey Jr.",-0.8829794470179544,"DaShawn Keirsey Jr.",24496,680577
"Justin Foscue","TEX","Justin Foscue",-0.8833085975006825,"Justin Foscue",27501,679822
"Daz Cameron","- - -","Daz Cameron",-0.8834248093777537,"Daz Cameron",18353,663662
"Jabari Blash","- - -","Jabari Blash",-0.8836337299949868,"Jabari Blash",11247,518466
"Jared Hoying","- - -","Jared Hoying",-0.885427282348602,"Jared Hoying",10882,592419
"Jordyn Adams","- - -","Jordyn Adams",-0.8884207430228453,"Jordyn Adams",23788,677941
"Jimmy Nelson","- - -","Jimmy Nelson",-0.8909055697230293,"Jimmy Nelson",10547,519076
"A.J. Burnett","- - -","A.J. Burnett",-0.9007840039220087,"A.J. Burnett",512,150359
"Jose Herrera","ARI","Jose Herrera",-0.9025667364094951,"Jose Herrera",17040,645444
"Oscar Taveras","STL","Oscar Taveras",-0.905395413399519,"Oscar Taveras",11173,570805
"Mike Redmond","- - -","Mike Redmond",-0.9058719361636891,"Mike Redmond",538,133226
"Jonathan Araúz","- - -","Jonathan Araúz",-0.9063939870796474,"Jonathan Arauz",20275,660620
"Vimael Machín","- - -","Vimael Machín",-0.9109653984287152,"Vimael Machin",17684,605353
"Tyler Pastornicky","ATL","Tyler Pastornicky",-0.9130152283630577,"Tyler Pastornicky",6777,543629
"Michael Taylor","- - -","Michael Taylor",-0.913076831072086,"Michael Taylor",2591,446345
"Chuckie Robinson","- - -","Chuckie Robinson",-0.9140549406944136,"Chuckie Robinson",19824,642020
"Dustin Fowler","- - -","Dustin Fowler",-0.9160984885971245,"Dustin Fowler",17098,641583
"Barry Zito","- - -","Barry Zito",-0.9163363776895341,"Barry Zito",944,217096
"Humberto Arteaga","- - -","Humberto Arteaga",-0.9192949155189545,"Humberto Arteaga",13595,600858
"Grant Green","- - -","Grant Green",-0.9228815150400426,"Grant Green",10053,502205
"Tom Gorzelanny","- - -","Tom Gorzelanny",-0.9252241967013632,"Tom Gorzelanny",6244,452733
"Ross Detwiler","- - -","Ross Detwiler",-0.9294720521885429,"Ross Detwiler",2859,446321
"Jeremy Reed","- - -","Jeremy Reed",-0.9398968524378237,"Jeremy Reed",4730,430598
"Ryan Kreidler","DET","Ryan Kreidler",-0.9442803925176675,"Ryan Kreidler",25867,668952
"Corban Joseph","- - -","Corban Joseph",-0.9484075643752274,"Corban Joseph",5503,543377
"Stuart Turner","CIN","Stuart Turner",-0.9496010885112931,"Stuart Turner",15207,642156
"Noah Lowry","SFG","Noah Lowry",-0.9500479679255458,"Noah Lowry",1833,430161
"Ryan Kalish","- - -","Ryan Kalish",-0.9503024160568829,"Ryan Kalish",6962,501888
"David Dellucci","- - -","David Dellucci",-0.9547759145028624,"David Dellucci",1402,113240
"Allen Córdoba","SDP","Allen Córdoba",-0.9616653768081731,"Allen Cordoba",15722,642707
"Josh VanMeter","- - -","Josh VanMeter",-0.9704443910709839,"Josh VanMeter",15170,642165
"Pete Orr","- - -","Pete Orr",-0.9706770822499934,"Pete Orr",2748,434681
"Scott Thorman","ATL","Scott Thorman",-0.9711853015792731,"Scott Thorman",2238,429801
"Robert Fick","WSN","Robert Fick",-0.9733965049550766,"Robert Fick",466,137001
"Jose Quintana","- - -","Jose Quintana",-0.9737051280078419,"Jose Quintana",11423,500779
"Ben Sheets","- - -","Ben Sheets",-0.9778864875309616,"Ben Sheets",710,282656
"Jordan Diaz","OAK","Jordan Diaz",-0.9836625755706901,"Jordan Diaz",22650,672478
"Jaff Decker","- - -","Jaff Decker",-0.9856798826137162,"Jaff Decker",7945,543094
"Michael Papierski","- - -","Michael Papierski",-0.986870949704596,"Michael Papierski",21386,657709
"Alex Wood","- - -","Alex Wood",-0.989986192454166,"Alex Wood",13781,622072
"Vinny Capra","- - -","Vinny Capra",-0.9903653647029016,"Vinny Capra",25040,681962
"Omar Quintanilla","- - -","Omar Quintanilla",-0.9926644366334124,"Omar Quintanilla",6335,435560
"Ryan Dempster","- - -","Ryan Dempster",-0.9927202769296861,"Ryan Dempster",517,133225
"Jason Phillips","TOR","Jason Phillips",-1.0000635031120066,"Jason Phillips",892,282993
"Tyler Goeddel","PHI","Tyler Goeddel",-1.0004922620729069,"Tyler Goeddel",13180,595963
"Michael Wacha","- - -","Michael Wacha",-1.001023750454074,"Michael Wacha",14078,608379
"Paul Lo Duca","- - -","Paul Lo Duca",-1.0074208797387567,"Paul Lo Duca",662,134001
"Mickey Gasper","- - -","Mickey Gasper",-1.0113137723291905,"Mickey Gasper",24759,681508
"Christin Stewart","DET","Christin Stewart",-1.0119149065696873,"Christin Stewart",17714,621514
"Bubba Starling","KCR","Bubba Starling",-1.0210491267897037,"Bubba Starling",13356,605490
"Reid Brignac","- - -","Reid Brignac",-1.0217573277973944,"Reid Brignac",8380,458582
"Lance Lynn","- - -","Lance Lynn",-1.0275612871956938,"Lance Lynn",2520,458681
"Chad Bettis","COL","Chad Bettis",-1.0299860267087164,"Chad Bettis",10587,518452
"Oscar Colás","CHW","Oscar Colás",-1.030911505944177,"Oscar Colas",30162,693049
"Paul Maholm","- - -","Paul Maholm",-1.0450490656339255,"Paul Maholm",8678,430904
"Kevin Kramer","PIT","Kevin Kramer",-1.0542534543783915,"Kevin Kramer",17689,596012
"Richie Martin Jr.","BAL","Richie Martin Jr.",-1.054383291893674,"Richie Martin Jr.",17736,621006
"Yamaico Navarro","- - -","Yamaico Navarro",-1.0548972512945407,"Yamaico Navarro",5665,501605
"Ryan Lavarnway","- - -","Ryan Lavarnway",-1.0551708321566016,"Ryan Lavarnway",8879,543432
"Yusmeiro Petit","- - -","Yusmeiro Petit",-1.0552303630300464,"Yusmeiro Petit",4020,433589
"Nick Senzel","- - -","Nick Senzel",-1.061383216614418,"Nick Senzel",19293,669222
"Felix Pie","- - -","Felix Pie",-1.0656115364294747,"Felix Pie",3751,429712
"Brian Bixler","- - -","Brian Bixler",-1.0693407800285188,"Brian Bixler",8055,444448
"Ka'ai Tom","- - -","Ka'ai Tom",-1.0698868167630204,"Ka'ai Tom",18136,664789
"Luis Antonio Rodriguez","- - -","Luis Antonio Rodriguez",-1.0710847571487911,"Luis Antonio Rodriguez",2364,425904
"Everson Pereira","- - -","Everson Pereira",-1.0715897812936763,"Everson Pereira",23695,677592
"Greg Dobbs","- - -","Greg Dobbs",-1.0724525940219238,"Greg Dobbs",2158,425785
"Brandon Fahey","BAL","Brandon Fahey",-1.0756553541997713,"Brandon Fahey",4746,454994
"Josh Barfield","CLE","Josh Barfield",-1.0826808371224026,"Josh Barfield",3622,429662
"Steve Finley","COL","Steve Finley",-1.0859479816804203,"Steve Finley",54,114135
"Kyle Hendricks","- - -","Kyle Hendricks",-1.0861244406921395,"Kyle Hendricks",12049,543294
"Rodrigo Lopez","- - -","Rodrigo Lopez",-1.0977761357275788,"Rodrigo Lopez",150,150438
"MJ Melendez","KCR","MJ Melendez",-1.0986705224654938,"MJ Melendez",22197,669004
"Chin-Lung Hu","- - -","Chin-Lung Hu",-1.0986934324195154,"Chin-Lung Hu",5198,464341
"Sheldon Neuse","- - -","Sheldon Neuse",-1.1052986902766553,"Sheldon Neuse",19635,641914
"Blake Lalli","- - -","Blake Lalli",-1.1078010862064682,"Blake Lalli",9246,503351
"Chris Burke","- - -","Chris Burke",-1.118025117702267,"Chris Burke",2164,429663
"Kyle Parker","COL","Kyle Parker",-1.1304289067615219,"Kyle Parker",11763,592621
"Jacob Amaya","- - -","Jacob Amaya",-1.1318752906535203,"Jacob Amaya",23296,676070
"Alan Trejo","COL","Alan Trejo",-1.1348621006625181,"Alan Trejo",20056,676701
"Ubaldo Jiménez","- - -","Ubaldo Jiménez",-1.1397276787760968,"Ubaldo Jimenez",3374,434622
"Kevin Cash","- - -","Kevin Cash",-1.1535711698698023,"Kevin Cash",1593,408211
"Morgan Ensberg","- - -","Morgan Ensberg",-1.1562747555990858,"Morgan Ensberg",556,348563
"Franklin Barreto","- - -","Franklin Barreto",-1.1574698266782584,"Franklin Barreto",15519,620439
"Jay Gibbons","- - -","Jay Gibbons",-1.1631859441157144,"Jay Gibbons",141,400158
"Noel Cuevas","COL","Noel Cuevas",-1.164261565628286,"Noel Cuevas",11894,571595
"Alfredo Marte","- - -","Alfredo Marte",-1.1671342700536522,"Alfredo Marte",5212,501245
"Cristian Pache","- - -","Cristian Pache",-1.1785623116871262,"Cristian Pache",19948,665506
"Tom Koehler","- - -","Tom Koehler",-1.1839396496989711,"Tom Koehler",6570,543408
"Mike Gerber","- - -","Mike Gerber",-1.1999085574119084,"Mike Gerber",16115,595222
"Pablo Ozuna","- - -","Pablo Ozuna",-1.2194797971196139,"Pablo Ozuna",1469,150367
"Trayvon Robinson","SEA","Trayvon Robinson",-1.220786931793036,"Trayvon Robinson",9875,477054
"Ryan Wheeler","- - -","Ryan Wheeler",-1.241654222949696,"Ryan Wheeler",9312,572253
"Jose Castillo","- - -","Jose Castillo",-1.2417280673348636,"Jose Castillo",1866,425489
"Jake Fox","- - -","Jake Fox",-1.2435219817476861,"Jake Fox",6267,444844
"Alex Romero","ARI","Alex Romero",-1.249762835541849,"Alex Romero",3129,464900
"Andy Marte","- - -","Andy Marte",-1.257917851757635,"Andy Marte",3203,429708
"Jon Gray","- - -","Jon Gray",-1.2580324949939472,"Jon Gray",14916,592351
"Cord Phelps","- - -","Cord Phelps",-1.261476742231845,"Cord Phelps",8631,543647
"Deven Marrero","- - -","Deven Marrero",-1.263554736720604,"Deven Marrero",13325,571918
"Magneuris Sierra","- - -","Magneuris Sierra",-1.2706637676631927,"Magneuris Sierra",17023,642423
"Ben Broussard","- - -","Ben Broussard",-1.271316659647203,"Ben Broussard",312,407777
"Adael Amador","COL","Adael Amador",-1.2758058263037642,"Adael Amador",27962,691182
"Matt LaPorta","CLE","Matt LaPorta",-1.2823122990161768,"Matt LaPorta",2280,453181
"Tyler Moore","- - -","Tyler Moore",-1.2908205365920247,"Tyler Moore",7244,489138
"Chris Marrero","- - -","Chris Marrero",-1.2938002539864024,"Chris Marrero",2852,502029
"Stefen Romero","SEA","Stefen Romero",-1.299014896625824,"Stefen Romero",11746,552662
"Matt Kata","- - -","Matt Kata",-1.3190996989914667,"Matt Kata",1741,425632
"Diory Hernandez","ATL","Diory Hernandez",-1.3249469306769275,"Diory Hernandez",4950,452671
"Travis Demeritte","- - -","Travis Demeritte",-1.3367346598916225,"Travis Demeritte",15958,641513
"John Bowker","- - -","John Bowker",-1.3415795643574069,"John Bowker",8276,435624
"Antonio Senzatela","COL","Antonio Senzatela",-1.3606014060139637,"Antonio Senzatela",15488,622608
"Mike Rabelo","- - -","Mike Rabelo",-1.3646112142446267,"Mike Rabelo",3693,430958
"Kory Casto","WSN","Kory Casto",-1.369754469534241,"Kory Casto",6597,457850
"Daniel Castro","- - -","Daniel Castro",-1.3838101981385278,"Daniel Castro",15450,593495
"Riley Adams","- - -","Riley Adams",-1.3840953958468836,"Riley Adams",19864,656180
"Omir Santos","- - -","Omir Santos",-1.3885270484308263,"Omir Santos",3583,435408
"Josh Vitters","CHC","Josh Vitters",-1.3999985066594154,"Josh Vitters",4623,519388
"Bartolo Colon","- - -","Bartolo Colon",-1.4038867871868157,"Bartolo Colon",375,112526
"Alberto Gonzalez","- - -","Alberto Gonzalez",-1.4093478282253278,"Alberto Gonzalez",4906,471868
"Chris Woodward","- - -","Chris Woodward",-1.4181473464971883,"Chris Woodward",1329,218595
"AJ Reed","- - -","AJ Reed",-1.419657855732821,"AJ Reed",16246,607223
"Doug Davis","- - -","Doug Davis",-1.4220586000175977,"Doug Davis",1244,150277
"Eliezer Alfonzo","- - -","Eliezer Alfonzo",-1.444572085870362,"Eliezer Alfonzo",2331,425769
"Chase Anderson","- - -","Chase Anderson",-1.4448322370449498,"Chase Anderson",6895,502624
"Brent Lillibridge","- - -","Brent Lillibridge",-1.4449643504921714,"Brent Lillibridge",3501,452121
"Luis Matos","SFG","Luis Matos",-1.4482141046723085,"Luis Matos",26467,682641
"Yoshi Tsutsugo","- - -","Yoshi Tsutsugo",-1.46012154307066,"Yoshi Tsutsugo",27459,660294
"Tyler Nevin","- - -","Tyler Nevin",-1.4605965190407644,"Tyler Nevin",17893,663527
"Luis Montanez","- - -","Luis Montanez",-1.464414572380835,"Luis Montanez",2923,428642
"Zack Short","- - -","Zack Short",-1.4668068836080908,"Zack Short",19562,670097
"Ted Lilly","- - -","Ted Lilly",-1.4705482231999367,"Ted Lilly",833,150404
"Ramon Martinez","- - -","Ramon Martinez",-1.475468921722812,"Ramon Martinez",1120,134002
"Korey Lee","- - -","Korey Lee",-1.4911066259938501,"Korey Lee",25543,686676
"Daniel Palka","CHW","Daniel Palka",-1.5039102581299586,"Daniel Palka",14897,594953
"Edinson Volquez","- - -","Edinson Volquez",-1.5039639885385787,"Edinson Volquez",3990,450172
"Matt Mervis","- - -","Matt Mervis",-1.5098035004729553,"Matt Mervis",27845,670223
"Tony Pena Jr.","KCR","Tony Pena Jr.",-1.5103063201219575,"Tony Pena Jr.",2240,430640
"Gio Gonzalez","- - -","Gio Gonzalez",-1.51080974850339,"Gio Gonzalez",7448,461829
"Donovan Walton","- - -","Donovan Walton",-1.5152602359525684,"Donovan Walton",19314,622268
"Aníbal Sánchez","- - -","Aníbal Sánchez",-1.5179115282688795,"Anibal Sanchez",3284,434671
"Chance Sisco","- - -","Chance Sisco",-1.5246114278576777,"Chance Sisco",15694,642082
"Emmanuel Burriss","- - -","Emmanuel Burriss",-1.5393335692749868,"Emmanuel Burriss",2917,502034
"Iván Nova","- - -","Iván Nova",-1.5411669094248444,"Ivan Nova",1994,467100
"Mike Foltynewicz","- - -","Mike Foltynewicz",-1.5458442801005874,"Mike Foltynewicz",10811,592314
"Ramón Cabrera","CIN","Ramón Cabrera",-1.5539301443309879,"Ramon Cabrera",10327,541608
"Toby Hall","CHW","Toby Hall",-1.5557251528633145,"Toby Hall",1210,150134
"Cooper Hummel","- - -","Cooper Hummel",-1.562200312444324,"Cooper Hummel",19458,669450
"Mike Olt","- - -","Mike Olt",-1.5635555888796715,"Mike Olt",10698,592609
"Jac Caglianone","KCR","Jac Caglianone",-1.5676302140503537,"Jac Caglianone",35041,695506
"Jorge De La Rosa","- - -","Jorge De La Rosa",-1.6090729491416296,"Jorge De La Rosa",2047,407822
"Henry Davis","PIT","Henry Davis",-1.6345740620319327,"Henry Davis",29617,680779
"Andrew Knizner","- - -","Andrew Knizner",-1.6568707955718252,"Andrew Knizner",19514,668800
"Joe Mather","- - -","Joe Mather",-1.664577558448861,"Joe Mather",3714,458628
"Matt Garza","- - -","Matt Garza",-1.667112543417708,"Matt Garza",3340,490063
"Jon Singleton","- - -","Jon Singleton",-1.6775905899713048,"Jon Singleton",10441,572138
"Kaleb Cowart","LAA","Kaleb Cowart",-1.6847520623393193,"Kaleb Cowart",11494,592230
"Wily Mo Peña","- - -","Wily Mo Peña",-1.685520402090534,"Wily Mo Pena",344,276377
"Jason Jaramillo","PIT","Jason Jaramillo",-1.6877576765321067,"Jason Jaramillo",8358,452232
"Nick Stavinoha","STL","Nick Stavinoha",-1.7000918097857742,"Nick Stavinoha",3909,458036
"Tuffy Gosewisch","- - -","Tuffy Gosewisch",-1.7035473962314627,"Tuffy Gosewisch",5277,488912
"Tommy Hanson","- - -","Tommy Hanson",-1.7151835166440876,"Tommy Hanson",9129,462102
"Pat Valaika","- - -","Pat Valaika",-1.7478764089085437,"Pat Valaika",14885,642162
"Matt McBride","- - -","Matt McBride",-1.7490864736083311,"Matt McBride",9373,473724
"Ramón Flores","- - -","Ramón Flores",-1.7514789977878535,"Ramon Flores",11165,570717
"Marc Krauss","- - -","Marc Krauss",-1.765192850247836,"Marc Krauss",7577,571868
"Shea Hillenbrand","- - -","Shea Hillenbrand",-1.7683309117311394,"Shea Hillenbrand",196,150167
"Anthony Recker","- - -","Anthony Recker",-1.7818780864578547,"Anthony Recker",4063,489232
"Luis Sardinas","- - -","Luis Sardinas",-1.7903678961820628,"Luis Sardinas",13153,596143
"Josh Bell","- - -","Josh Bell",-1.7975202059193394,"Josh Bell",2510,458679
"Taylor Motter","- - -","Taylor Motter",-1.813668998396846,"Taylor Motter",12399,600301
"Aaron Harang","- - -","Aaron Harang",-1.8475166817989557,"Aaron Harang",1451,421685
"Chris Herrmann","- - -","Chris Herrmann",-1.866166831986809,"Chris Herrmann",9284,543302
"Andrew Knapp","- - -","Andrew Knapp",-1.8679442130664392,"Andrew Knapp",14942,595284
"Wes Helms","- - -","Wes Helms",-1.8724583679731168,"Wes Helms",94,136500
"Chris Nelson","- - -","Chris Nelson",-1.8828153330787156,"Chris Nelson",8175,455126
"Angel Berroa","- - -","Angel Berroa",-1.8836528961878762,"Angel Berroa",591,407556
"Ken Griffey Jr.","- - -","Ken Griffey Jr.",-1.9190688119614898,"Ken Griffey Jr.",327,115135
"Tsuyoshi Nishioka","MIN","Tsuyoshi Nishioka",-1.9651932851797702,"Tsuyoshi Nishioka",11531,457292
"Rob Brantly","- - -","Rob Brantly",-1.9713923121904742,"Rob Brantly",10655,542963
"Harold Castro","- - -","Harold Castro",-1.9866400760242287,"Harold Castro",14691,605612
"Yasmany Tomás","ARI","Yasmany Tomás",-1.9926484113104772,"Yasmany Tomas",17171,630111
"Vidal Bruján","- - -","Vidal Bruján",-2.003157042285661,"Vidal Brujan",20536,660644
"Jimmy Paredes","- - -","Jimmy Paredes",-2.0106181611377614,"Jimmy Paredes",5481,517370
"Robb Quinlan","LAA","Robb Quinlan",-2.048400946629966,"Robb Quinlan",1779,425477
"Cole Tucker","- - -","Cole Tucker",-2.062848228525001,"Cole Tucker",17326,657061
"Zack Collins","- - -","Zack Collins",-2.0650454391240105,"Zack Collins",19181,641470
"Stevie Wilkerson","BAL","Stevie Wilkerson",-2.078194025975443,"Stevie Wilkerson",16041,592859
"Charlie Morton","- - -","Charlie Morton",-2.0804578467726955,"Charlie Morton",4676,450203
"John Hester","- - -","John Hester",-2.084405262219003,"John Hester",877,452105
"Michael Choice","- - -","Michael Choice",-2.0918675359937424,"Michael Choice",11376,574831
"Tomás Telis","- - -","Tomás Telis",-2.1083253624197416,"Tomas Telis",10067,542513
"Carter Kieboom","- - -","Carter Kieboom",-2.11173837305693,"Carter Kieboom",19958,666198
"Adam Moore","- - -","Adam Moore",-2.1317290033217366,"Adam Moore",9362,446192
"Alexi Amarista","- - -","Alexi Amarista",-2.1507217067701623,"Alexi Amarista",9063,506560
"Bryan Holaday","- - -","Bryan Holaday",-2.177795008666621,"Bryan Holaday",11287,592407
"Jesus Montero","- - -","Jesus Montero",-2.1994288958091035,"Jesus Montero",5514,524968
"Craig Monroe","- - -","Craig Monroe",-2.2068859497738007,"Craig Monroe",1464,407155
"JB Shuck","- - -","JB Shuck",-2.3204774475096674,"JB Shuck",6677,543776
"José Barrero","- - -","José Barrero",-2.3404724742406047,"Jose Barrero",23378,676480
"Delmon Young","- - -","Delmon Young",-2.346949685504088,"Delmon Young",2140,430321
"Willie Calhoun","- - -","Willie Calhoun",-2.3542774454476607,"Willie Calhoun",17838,641432
"Juan Centeno","- - -","Juan Centeno",-2.360672241605429,"Juan Centeno",7168,518542
"Alex Cintron","- - -","Alex Cintron",-2.3889762136974766,"Alex Cintron",50,400090
"Mike Jacobs","- - -","Mike Jacobs",-2.453077376808492,"Mike Jacobs",2231,408312
"Johnny Cueto","- - -","Johnny Cueto",-2.465678781342815,"Johnny Cueto",6893,456501
"Matt Treanor","- - -","Matt Treanor",-2.4869907608506474,"Matt Treanor",2265,276354
"Tony Cruz","- - -","Tony Cruz",-2.5156992073056745,"Tony Cruz",2802,488810
"Elehuris Montero","COL","Elehuris Montero",-2.5530738801462025,"Elehuris Montero",20543,660707
"Richie Sexson","- - -","Richie Sexson",-2.564066015495944,"Richie Sexson",709,122027
"Andy González","- - -","Andy González",-2.63547322798013,"Andy Gonzalez",3669,462413
"Michael Martinez","- - -","Michael Martinez",-2.8331748719134433,"Michael Martinez",7358,492841
"Brett Hayes","- - -","Brett Hayes",-2.902200367839939,"Brett Hayes",4293,451109
"Brandon Wood","- - -","Brandon Wood",-3.0123621687007005,"Brandon Wood",6592,457420
"Jake Elmore","- - -","Jake Elmore",-3.034884957066452,"Jake Elmore",7290,518653
"Michael Toglia","COL","Michael Toglia",-3.0388649222357857,"Michael Toglia",25845,669911
